Timestamp,X,Y,Z,Label
26:09.7,-0.33,1.81,-12.51,
26:09.7,-0.11,1.91,-12.28,
26:09.7,0.1,1.95,-12.06,
26:09.8,-1.05,2.69,-12.89,
26:09.8,-1.27,2.66,-12.42,
26:09.8,-1.16,2.56,-12.08,
26:09.8,-0.95,1.91,-11.53,
26:09.8,-0.95,1.6,-11.53,
26:09.9,-0.85,0.97,-11.64,
26:09.9,-1.23,1.55,-12.48,
26:09.9,-1.38,2.03,-13.11,
26:09.9,-1.03,2.33,-14.25,
26:10.0,-0.21,1.29,-15.33,
26:10.0,-0.23,0.84,-15.54,
26:10.0,-0.57,1.56,-15.91,
26:10.0,-1,2.36,-16.24,
26:10.0,-1.71,1.95,-16.5,
26:10.1,-2.08,2.02,-16.49,
26:10.1,-2.08,3.04,-15.26,
26:10.1,-1.87,3.38,-14.01,
26:10.1,-1.77,3.65,-13.34,
26:10.2,-0.85,4.03,-11.64,
26:10.2,-0.59,4.02,-10.99,
26:10.2,-0.94,3.35,-9.76,
26:10.2,-1.14,3.39,-8.62,
26:10.2,-0.92,3.01,-7.47,
26:10.3,-0.64,2.78,-6.75,
26:10.3,-0.52,3.24,-6.26,
26:10.3,-0.71,3.57,-5.66,
26:10.3,-0.62,3.33,-4.65,
26:10.4,-0.69,2.74,-3.49,
26:10.4,-0.75,2.19,-2.51,
26:10.4,-0.5,2.6,-1.53,
26:10.4,-0.26,2.54,-0.97,
26:10.4,0.11,0.93,0.55,
26:10.5,0.28,0.92,1.27,
26:10.5,0.63,1.85,2.06,
26:10.5,0.94,1.29,2.09,
26:10.5,1.06,0.64,1.85,
26:10.6,1.31,0.68,0.56,
26:10.6,0.88,1.74,-0.92,
26:10.6,-0.71,2.88,-3.64,
26:10.6,-2.35,1.81,-4.95,
26:10.6,-2.53,2.91,-5.91,
26:10.7,-1.88,4.38,-7.1,
26:10.7,-0.95,3.13,-8.12,
26:10.7,0.71,3.71,-8.26,
26:10.7,0.99,3.6,-9.15,
26:10.8,0.47,3.45,-10.62,
26:10.8,-0.4,3.57,-11.67,
26:10.8,-1.15,2.73,-12.49,
26:10.8,-1.45,3.19,-13.15,
26:10.9,-1.16,4.2,-13.2,
26:10.9,-1.38,3.6,-13.36,
26:10.9,-1.78,3.26,-13.06,
26:10.9,-1.65,3.22,-12.84,
26:10.9,-0.58,3.15,-13.13,
26:11.0,-0.6,2.73,-13,
26:11.0,-1.26,1.4,-11.07,
26:11.0,-1.08,0.89,-10.78,
26:11.0,-0.27,1.15,-11.43,
26:11.1,0.73,3.14,-13.04,
26:11.1,-0.26,4.34,-14.76,
26:11.1,-1.45,4.14,-15.15,
26:11.1,-0.34,3.97,-13.29,
26:11.1,-0.14,3.38,-12.61,
26:11.2,-0.22,2.17,-12.27,
26:11.2,-0.77,-0.08,-10.58,
26:11.2,-1.13,-0.33,-10.33,
26:11.2,-1.38,-0.07,-10.14,
26:11.3,-1.3,0.31,-10.5,
26:11.3,-1.17,0.98,-10.98,
26:11.3,-0.99,1.91,-11.46,
26:11.3,-0.18,2.84,-11.82,
26:11.3,0.17,2.76,-12.16,
26:11.4,0.1,2.63,-12.41,
26:11.4,-0.18,2.21,-13.01,
26:11.4,-0.02,1.94,-12.92,
26:11.4,0,1.61,-12.85,
26:11.5,-0.15,1.29,-12.87,
26:11.5,-0.47,0.96,-12.64,
26:11.5,-0.79,0.79,-12.24,
26:11.5,-0.78,1,-11.73,
26:11.5,-0.77,1.11,-11.06,
26:11.6,-1.03,1.13,-10.82,
26:11.6,-0.98,1.39,-10.39,
26:11.6,-0.55,1.7,-9.52,
26:11.6,-0.53,1.68,-9.34,
26:11.7,-0.39,1.45,-8.89,
26:11.7,-0.07,1.24,-8.38,
26:11.7,0.08,1.3,-8.06,
26:11.7,0.11,1.37,-7.96,
26:11.7,0.22,1.39,-7.81,
26:11.8,0.08,1.28,-7.59,
26:11.8,-0.02,1.21,-7.39,
26:11.8,-0.1,0.99,-7.22,
26:11.8,-0.2,0.89,-7.18,
26:11.9,-0.22,1,-7.08,
26:11.9,0.09,1.14,-6.99,
26:11.9,0.48,1.22,-7.09,
26:11.9,0.64,1.33,-7.45,
26:11.9,0.51,1.35,-7.76,
26:12.0,0.28,1.33,-8.41,
26:12.0,-0.01,1.4,-9.15,
26:12.0,-0.23,1.66,-9.47,
26:12.0,-0.44,1.5,-9.46,
26:12.1,-0.41,1.43,-9.38,
26:12.1,-0.38,1.45,-9.03,
26:12.1,-0.62,1.37,-8.9,
26:12.1,-0.87,1.35,-8.81,
26:12.1,-1.12,1.34,-8.63,
26:12.2,-1.27,1.2,-8.56,
26:12.2,-1.13,1.08,-8.5,
26:12.2,-0.72,1.19,-8.31,
26:12.2,-0.43,1.31,-8,
26:12.3,-0.28,1.29,-7.49,
26:12.3,-0.12,1.04,-7.19,
26:12.3,0.14,0.82,-7.39,
26:12.3,0.39,0.92,-7.54,
26:12.3,0.34,1.05,-7.45,
26:12.4,0.05,1.12,-7.34,
26:12.4,-0.04,1.08,-7.7,
26:12.4,0.3,1.11,-7.83,
26:12.4,0.47,1.13,-7.65,
26:12.5,0.21,0.99,-7.4,
26:12.5,0.03,0.97,-7.57,
26:12.5,0.16,0.91,-7.7,
26:12.5,0.3,0.86,-8.07,
26:12.6,0.06,1.11,-8.58,
26:12.6,-0.32,1.34,-8.84,
26:12.6,-0.64,1.4,-9.12,
26:12.6,-0.89,1.17,-9.93,
26:12.6,-0.56,1.23,-10.35,
26:12.7,-0.35,1.3,-10.39,
26:12.7,0.1,1.71,-9.99,
26:12.7,0.2,1.81,-9.78,
26:12.7,0.3,1.49,-9.77,
26:12.8,0.11,1.21,-10.44,
26:12.8,0.29,1.18,-10.82,
26:12.8,0.57,1.37,-10.79,
26:12.8,0.27,1.4,-10.76,
26:12.8,-0.48,1.3,-11.28,
26:12.9,-0.76,1.35,-11.79,
26:12.9,-0.58,1.28,-12.05,
26:12.9,-0.41,1.34,-12.14,
26:12.9,-0.13,1.38,-11.8,
26:13.0,0.09,1.01,-11.7,
26:13.0,0.04,0.89,-12.11,
26:13.0,-0.07,0.96,-12.3,
26:13.0,-0.15,1.19,-12.15,
26:13.0,-0.05,1.5,-11.84,
26:13.1,0.05,1.51,-11.66,
26:13.1,0.09,1.28,-11.53,
26:13.1,0,1.19,-11.5,
26:13.1,0,1.38,-11.47,
26:13.2,0.6,1.88,-11.22,
26:13.2,1.28,2.26,-10.7,
26:13.2,1.04,1.91,-10.39,
26:13.2,0.03,1.28,-10.51,
26:13.2,-0.63,0.88,-10.48,
26:13.3,-1,0.58,-10.26,
26:13.3,-1.37,0.55,-10.3,
26:13.3,-1.38,0.83,-10.28,
26:13.3,-1.02,1.23,-10.17,
26:13.4,-0.71,1.48,-10.09,
26:13.4,-0.28,1.71,-10.08,
26:13.4,0.15,1.82,-9.98,
26:13.4,0.37,1.77,-9.87,
26:13.4,0.19,1.53,-9.96,
26:13.5,-0.23,1.25,-10.13,
26:13.5,-0.53,0.94,-10.29,
26:13.5,-0.54,0.76,-10.27,
26:13.5,-0.39,0.67,-10.1,
26:13.6,-0.2,0.65,-10.05,
26:13.6,-0.03,0.83,-10.07,
26:13.6,0.17,1.21,-10.11,
26:13.6,0.22,1.38,-9.96,
26:13.6,-0.05,1.62,-9.8,
26:13.7,-0.36,1.51,-9.84,
26:13.7,-0.53,1.25,-9.84,
26:13.7,-0.61,0.94,-9.74,
26:13.7,-0.59,0.98,-9.65,
26:13.8,-0.46,1.13,-9.49,
26:13.8,0.75,2.51,-12.13,
26:13.8,0.47,1.71,-9.8,
26:13.8,-1.21,-0.9,-8.44,
26:13.8,-0.92,1.21,-11.82,
26:13.9,-0.14,0.18,-9.61,
26:13.9,-0.12,0.67,-9.45,
26:13.9,-0.75,0.96,-10.25,
26:13.9,-1.21,0.9,-10.01,
26:14.0,-1.35,1.11,-9.84,
26:14.0,-0.77,1.6,-9.85,
26:14.0,-0.57,-0.19,-10.49,
26:14.0,-0.26,-1.38,-9.67,
26:14.0,-0.13,-1.6,-9.62,
26:14.1,0.29,-0.35,-9.7,
26:14.1,-0.24,1.67,-9.98,
26:14.1,-1.24,1.88,-9.95,
26:14.1,-1.59,0.76,-10.08,
26:14.2,-0.39,-0.11,-9.89,
26:14.2,0.31,0.02,-9.71,
26:14.2,-0.44,0.68,-9.88,
26:14.2,-0.84,1.03,-10.03,
26:14.3,-0.59,0.7,-9.88,
26:14.3,-0.31,0.29,-9.85,
26:14.3,-0.32,0.46,-9.84,
26:14.3,-0.67,0.78,-9.93,
26:14.3,-0.59,0.59,-9.9,
26:14.4,-0.38,0.48,-9.86,
26:14.4,-0.41,0.57,-9.88,
26:14.4,-0.57,0.67,-9.91,
26:14.4,-0.58,0.63,-9.91,
26:14.5,-0.44,0.56,-9.88,
26:14.5,-0.42,0.57,-9.87,
26:14.5,-0.53,0.62,-9.91,
26:14.5,-0.56,0.63,-9.91,
26:14.5,-0.47,0.59,-9.91,
26:14.6,-0.46,0.57,-9.9,
26:14.6,-0.51,0.6,-9.88,
26:14.6,-0.54,0.62,-9.9,
26:14.6,-0.49,0.6,-9.89,
26:14.7,-0.49,0.58,-9.88,
26:14.7,-0.52,0.59,-9.89,
26:14.7,-0.52,0.61,-9.89,
26:14.7,-0.5,0.59,-9.89,
26:14.7,-0.49,0.58,-9.89,
26:14.8,-0.5,0.6,-9.9,
26:14.8,-0.51,0.6,-9.9,
26:14.8,-0.5,0.59,-9.89,
26:14.8,-0.49,0.6,-9.9,
26:14.9,-0.49,0.6,-9.9,
26:14.9,-0.51,0.61,-9.89,
26:14.9,-0.51,0.59,-9.91,
26:14.9,-0.49,0.59,-9.91,
26:14.9,-0.5,0.61,-9.89,
26:15.0,-0.51,0.6,-9.89,
26:15.0,-0.5,0.58,-9.89,
26:15.0,-0.5,0.6,-9.89,
26:15.0,-0.5,0.6,-9.88,
26:15.1,-0.5,0.59,-9.89,
26:15.1,-0.5,0.6,-9.89,
26:15.1,-0.5,0.6,-9.9,
26:15.1,-0.5,0.6,-9.9,
26:15.1,-0.5,0.59,-9.9,
26:15.2,-0.49,0.6,-9.89,
26:15.2,-0.5,0.6,-9.89,
26:15.2,-0.51,0.61,-9.89,
26:15.2,-0.5,0.61,-9.89,
26:15.3,-0.51,0.61,-9.9,
26:15.3,-0.5,0.6,-9.9,
26:15.3,-0.51,0.6,-9.89,
26:15.3,-0.51,0.61,-9.9,
26:15.3,-0.51,0.6,-9.9,
26:15.4,-0.51,0.6,-9.89,
26:15.4,-0.51,0.6,-9.89,
26:15.4,-0.49,0.6,-9.89,
26:15.4,-0.51,0.6,-9.89,
26:15.5,-0.51,0.6,-9.89,
26:15.5,-0.51,0.6,-9.89,
26:15.5,-0.5,0.59,-9.9,
26:15.5,-0.51,0.59,-9.89,
26:15.5,-0.51,0.58,-9.9,
26:15.6,-0.51,0.59,-9.89,
26:15.6,-0.5,0.6,-9.9,
26:15.6,-0.51,0.59,-9.9,
26:15.6,-0.5,0.6,-9.89,
26:15.7,-0.5,0.6,-9.9,
26:15.7,-0.49,0.6,-9.89,
26:15.7,-0.51,0.59,-9.9,
26:15.7,-0.5,0.6,-9.9,
26:15.7,-0.5,0.6,-9.89,
26:15.8,-0.51,0.59,-9.9,
26:15.8,-0.5,0.59,-9.89,
26:15.8,-0.5,0.59,-9.89,
26:15.8,-0.5,0.6,-9.9,
26:15.9,-0.51,0.6,-9.89,
26:15.9,-0.51,0.6,-9.9,
26:15.9,-0.5,0.59,-9.89,
26:15.9,-0.5,0.6,-9.89,
26:15.9,-0.5,0.6,-9.9,
26:16.0,-0.5,0.6,-9.89,
26:16.0,-0.5,0.6,-9.89,
26:16.0,-0.5,0.59,-9.89,
26:16.0,-0.5,0.6,-9.89,
26:16.1,-0.5,0.6,-9.89,
26:16.1,-0.5,0.6,-9.89,
26:16.1,-0.51,0.6,-9.89,
26:16.1,-0.5,0.6,-9.9,
26:16.2,-0.51,0.59,-9.89,
26:16.2,-0.51,0.59,-9.89,
26:16.2,-0.5,0.6,-9.9,
26:16.2,-0.51,0.6,-9.9,
26:16.2,-0.51,0.59,-9.9,
26:16.3,-0.5,0.6,-9.9,
26:16.3,-0.5,0.6,-9.89,
26:16.3,-0.49,0.6,-9.88,
26:16.3,-0.5,0.6,-9.89,
26:16.4,-0.51,0.6,-9.88,
26:16.4,-0.51,0.6,-9.89,
26:16.4,-0.51,0.6,-9.9,
26:16.4,-0.51,0.59,-9.9,
26:16.4,-0.49,0.6,-9.89,
26:16.5,-0.51,0.61,-9.9,
26:16.5,-0.5,0.6,-9.89,
26:16.5,-0.5,0.61,-9.89,
26:16.5,-0.51,0.61,-9.9,
26:16.6,-0.51,0.6,-9.9,
26:16.6,-0.51,0.61,-9.9,
26:16.6,-0.51,0.6,-9.89,
26:16.6,-0.5,0.6,-9.89,
26:16.6,-0.49,0.6,-9.89,
26:16.7,-0.51,0.6,-9.9,
26:16.7,-0.5,0.6,-9.9,
26:16.7,-0.5,0.6,-9.89,
26:16.7,-0.5,0.6,-9.89,
26:16.8,-0.5,0.59,-9.89,
26:16.8,-0.51,0.6,-9.89,
26:16.8,-0.51,0.6,-9.89,
26:16.8,-0.5,0.59,-9.9,
26:16.8,-0.5,0.59,-9.89,
26:16.9,-0.51,0.6,-9.9,
26:16.9,-0.51,0.6,-9.89,
26:16.9,-0.5,0.59,-9.9,
26:16.9,-0.5,0.59,-9.89,
26:17.0,-0.5,0.59,-9.89,
26:17.0,-0.5,0.59,-9.89,
26:17.0,-0.5,0.59,-9.9,
26:17.0,-0.5,0.58,-9.9,
26:17.0,-0.51,0.6,-9.89,
26:17.1,-0.5,0.59,-9.89,
26:17.1,-0.5,0.59,-9.9,
26:17.1,-0.51,0.59,-9.89,
26:17.1,-0.51,0.59,-9.89,
26:17.2,-0.51,0.59,-9.89,
26:17.2,-0.51,0.59,-9.9,
26:17.2,-0.5,0.59,-9.9,
26:17.2,-0.5,0.6,-9.9,
26:17.2,-0.51,0.6,-9.89,
26:17.3,-0.51,0.6,-9.89,
26:17.3,-0.49,0.6,-9.91,
26:17.3,-0.5,0.59,-9.9,
26:17.3,-0.5,0.6,-9.9,
26:17.4,-0.5,0.59,-9.89,
26:17.4,-0.5,0.59,-9.89,
26:17.4,-0.51,0.6,-9.9,
26:17.4,-0.51,0.59,-9.9,
26:17.4,-0.51,0.59,-9.9,
26:17.5,-0.5,0.59,-9.89,
26:17.5,-0.5,0.59,-9.89,
26:17.5,-0.5,0.6,-9.9,
26:17.5,-0.5,0.59,-9.91,
26:17.6,-0.5,0.6,-9.9,
26:17.6,-0.49,0.6,-9.89,
26:17.6,-0.5,0.6,-9.89,
26:17.6,-0.5,0.59,-9.89,
26:17.6,-0.51,0.6,-9.88,
26:17.7,-0.5,0.6,-9.89,
26:17.7,-0.51,0.58,-9.9,
26:17.7,-0.5,0.59,-9.91,
26:17.7,-0.5,0.59,-9.87,
26:17.8,-0.5,0.58,-9.89,
26:17.8,-0.51,0.6,-9.89,
26:17.8,-0.5,0.59,-9.9,
26:17.8,-0.5,0.59,-9.9,
26:17.9,-0.5,0.6,-9.9,
26:17.9,-0.51,0.59,-9.9,
26:17.9,-0.5,0.59,-9.9,
26:17.9,-0.5,0.58,-9.9,
26:17.9,-0.5,0.59,-9.89,
26:18.0,-0.5,0.59,-9.88,
26:18.0,-0.5,0.59,-9.9,
26:18.0,-0.51,0.59,-9.9,
26:18.0,-0.51,0.59,-9.9,
26:18.1,-0.49,0.6,-9.89,
26:18.1,-0.5,0.6,-9.9,
26:18.1,-0.5,0.59,-9.9,
26:18.1,-0.5,0.6,-9.89,
26:18.1,-0.5,0.6,-9.9,
26:18.2,-0.51,0.59,-9.9,
26:18.2,-0.5,0.59,-9.9,
26:18.2,-0.5,0.6,-9.9,
26:18.2,-0.5,0.6,-9.91,
26:18.3,-0.5,0.59,-9.9,
26:18.3,-0.5,0.6,-9.9,
26:18.3,-0.49,0.6,-9.9,
26:18.3,-0.51,0.6,-9.9,
26:18.3,-0.5,0.6,-9.9,
26:18.4,-0.5,0.59,-9.91,
26:18.4,-0.51,0.6,-9.9,
26:18.4,-0.5,0.58,-9.9,
26:18.4,-0.5,0.59,-9.9,
26:18.5,-0.51,0.6,-9.9,
26:18.5,-0.5,0.6,-9.9,
26:18.5,-0.5,0.6,-9.89,
26:18.5,-0.51,0.6,-9.89,
26:18.5,-0.51,0.59,-9.9,
26:18.6,-0.51,0.6,-9.9,
26:18.6,-0.5,0.6,-9.91,
26:18.6,-0.5,0.6,-9.91,
26:18.6,-0.5,0.6,-9.9,
26:18.7,-0.5,0.59,-9.89,
26:18.7,-0.5,0.61,-9.9,
26:18.7,-0.51,0.6,-9.89,
26:18.7,-0.51,0.6,-9.9,
26:18.7,-0.51,0.61,-9.9,
26:18.8,-0.51,0.6,-9.89,
26:18.8,-0.5,0.6,-9.9,
26:18.8,-0.5,0.6,-9.89,
26:18.8,-0.5,0.6,-9.9,
26:18.9,-0.5,0.59,-9.9,
26:18.9,-0.5,0.6,-9.9,
26:18.9,-0.51,0.6,-9.9,
26:18.9,-0.5,0.61,-9.9,
26:18.9,-0.51,0.61,-9.9,
26:19.0,-0.52,0.59,-9.9,
26:19.0,-0.51,0.6,-9.9,
26:19.0,-0.49,0.6,-9.9,
26:19.0,-0.5,0.6,-9.9,
26:19.1,-0.51,0.6,-9.9,
26:19.1,-0.51,0.6,-9.9,
26:19.1,-0.51,0.6,-9.89,
26:19.1,-0.51,0.6,-9.89,
26:19.1,-0.5,0.59,-9.89,
26:19.2,-0.5,0.59,-9.9,
26:19.2,-0.5,0.6,-9.9,
26:19.2,-0.5,0.6,-9.9,
26:19.2,-0.5,0.59,-9.89,
26:19.3,-0.5,0.6,-9.89,
26:19.3,-0.51,0.6,-9.89,
26:19.3,-0.5,0.59,-9.89,
26:19.3,-0.51,0.6,-9.9,
26:19.4,-0.51,0.59,-9.89,
26:19.4,-0.5,0.59,-9.89,
26:19.4,-0.5,0.6,-9.89,
26:19.4,-0.49,0.59,-9.9,
26:19.4,-0.5,0.6,-9.9,
26:19.5,-0.51,0.59,-9.89,
26:19.5,-0.51,0.6,-9.89,
26:19.5,-0.51,0.6,-9.9,
26:19.5,-0.49,0.57,-9.89,
26:19.6,-0.51,0.6,-9.89,
26:19.6,-0.51,0.61,-9.89,
26:19.6,-0.5,0.58,-9.9,
26:19.6,-0.5,0.58,-9.9,
26:19.6,-0.51,0.59,-9.89,
26:19.7,-0.5,0.6,-9.91,
26:19.7,-0.5,0.59,-9.89,
26:19.7,-0.51,0.59,-9.91,
26:19.7,-0.51,0.59,-9.91,
26:19.8,-0.5,0.59,-9.89,
26:19.8,-0.5,0.59,-9.9,
26:19.8,-0.5,0.59,-9.9,
26:19.8,-0.51,0.6,-9.9,
26:19.8,-0.51,0.59,-9.9,
26:19.9,-0.51,0.58,-9.89,
26:19.9,-0.51,0.58,-9.89,
26:19.9,-0.51,0.59,-9.89,
26:19.9,-0.5,0.6,-9.9,
26:20.0,-0.5,0.59,-9.91,
26:20.0,-0.5,0.6,-9.89,
26:20.0,-0.5,0.59,-9.89,
26:20.0,-0.5,0.59,-9.9,
26:20.0,-0.49,0.6,-9.9,
26:20.1,-0.5,0.59,-9.89,
26:20.1,-0.5,0.6,-9.88,
26:20.1,-0.5,0.59,-9.88,
26:20.1,-0.5,0.59,-9.89,
26:20.2,-0.5,0.59,-9.88,
26:20.2,-0.51,0.59,-9.9,
26:20.2,-0.51,0.58,-9.89,
26:20.2,-0.51,0.59,-9.9,
26:20.2,-0.51,0.6,-9.9,
26:20.3,-0.51,0.59,-9.89,
26:20.3,-0.51,0.6,-9.9,
26:20.3,-0.51,0.6,-9.9,
26:20.3,-0.5,0.6,-9.89,
26:20.4,-0.5,0.59,-9.89,
26:20.4,-0.51,0.58,-9.89,
26:20.4,-0.5,0.59,-9.9,
26:20.4,-0.51,0.59,-9.9,
26:20.4,-0.51,0.6,-9.89,
26:20.5,-0.51,0.6,-9.9,
26:20.5,-0.51,0.59,-9.89,
26:20.5,-0.5,0.6,-9.89,
26:20.5,-0.5,0.6,-9.89,
26:20.6,-0.5,0.6,-9.89,
26:20.6,-0.51,0.6,-9.89,
26:20.6,-0.5,0.59,-9.89,
26:20.6,-0.5,0.59,-9.9,
26:20.6,-0.5,0.59,-9.91,
26:20.7,-0.51,0.59,-9.89,
26:20.7,-0.52,0.6,-9.89,
26:20.7,-0.5,0.59,-9.9,
26:20.7,-0.49,0.59,-9.9,
26:20.8,-0.51,0.6,-9.9,
26:20.8,-0.51,0.6,-9.89,
26:20.8,-0.49,0.6,-9.89,
26:20.8,-0.52,0.6,-9.9,
26:20.8,-0.51,0.59,-9.89,
26:20.9,-0.5,0.59,-9.89,
26:20.9,-0.51,0.59,-9.89,
26:20.9,-0.51,0.6,-9.9,
26:20.9,-0.51,0.6,-9.9,
26:21.0,-0.5,0.59,-9.89,
26:21.0,-0.51,0.59,-9.89,
26:21.0,-0.51,0.6,-9.89,
26:21.0,-0.51,0.6,-9.89,
26:21.0,-0.51,0.6,-9.91,
26:21.1,-0.5,0.6,-9.9,
26:21.1,-0.5,0.59,-9.88,
26:21.1,-0.5,0.59,-9.89,
26:21.1,-0.5,0.6,-9.89,
26:21.2,-0.51,0.6,-9.9,
26:21.2,-0.51,0.58,-9.9,
26:21.2,-0.51,0.6,-9.9,
26:21.2,-0.51,0.6,-9.89,
26:21.3,-0.51,0.59,-9.89,
26:21.3,-0.5,0.6,-9.89,
26:21.3,-0.51,0.59,-9.89,
26:21.3,-0.5,0.59,-9.9,
26:21.3,-0.51,0.59,-9.9,
26:21.4,-0.51,0.6,-9.91,
26:21.4,-0.49,0.6,-9.89,
26:21.4,-0.5,0.58,-9.9,
26:21.4,-0.51,0.59,-9.89,
26:21.5,-0.5,0.6,-9.9,
26:21.5,-0.49,0.6,-9.9,
26:21.5,-0.49,0.6,-9.89,
26:21.5,-0.5,0.6,-9.89,
26:21.5,-0.5,0.59,-9.88,
26:21.6,-0.5,0.59,-9.89,
26:21.6,-0.5,0.6,-9.89,
26:21.6,-0.51,0.59,-9.9,
26:21.6,-0.5,0.6,-9.9,
26:21.7,-0.5,0.59,-9.89,
26:21.7,-0.5,0.59,-9.89,
26:21.7,-0.49,0.59,-9.9,
26:21.7,-0.51,0.6,-9.9,
26:21.7,-0.5,0.59,-9.9,
26:21.8,-0.5,0.6,-9.89,
26:21.8,-0.5,0.59,-9.89,
26:21.8,-0.51,0.58,-9.9,
26:21.8,-0.51,0.6,-9.9,
26:21.9,-0.51,0.59,-9.9,
26:21.9,-0.51,0.59,-9.9,
26:21.9,-0.51,0.59,-9.9,
26:21.9,-0.5,0.59,-9.9,
26:21.9,-0.5,0.59,-9.89,
26:22.0,-0.51,0.59,-9.89,
26:22.0,-0.5,0.6,-9.89,
26:22.0,-0.51,0.58,-9.9,
26:22.0,-0.5,0.58,-9.9,
26:22.1,-0.51,0.6,-9.89,
26:22.1,-0.51,0.59,-9.89,
26:22.1,-0.51,0.59,-9.9,
26:22.1,-0.5,0.59,-9.9,
26:22.1,-0.5,0.59,-9.89,
26:22.2,-0.5,0.58,-9.9,
26:22.2,-0.5,0.58,-9.9,
26:22.2,-0.51,0.6,-9.89,
26:22.2,-0.5,0.59,-9.91,
26:22.3,-0.5,0.6,-9.9,
26:22.3,-0.5,0.59,-9.9,
26:22.3,-0.51,0.59,-9.89,
26:22.3,-0.5,0.59,-9.89,
26:22.3,-0.5,0.58,-9.89,
26:22.4,-0.51,0.58,-9.89,
26:22.4,-0.51,0.6,-9.9,
26:22.4,-0.51,0.6,-9.89,
26:22.4,-0.5,0.59,-9.89,
26:22.5,-0.51,0.58,-9.89,
26:22.5,-0.5,0.58,-9.9,
26:22.5,-0.51,0.59,-9.9,
26:22.5,-0.5,0.6,-9.89,
26:22.5,-0.51,0.58,-9.89,
26:22.6,-0.5,0.59,-9.89,
26:22.6,-0.52,0.59,-9.9,
26:22.6,-0.51,0.59,-9.9,
26:22.6,-0.5,0.59,-9.89,
26:22.7,-0.51,0.59,-9.9,
26:22.7,-0.5,0.6,-9.9,
26:22.7,-0.5,0.59,-9.9,
26:22.7,-0.5,0.58,-9.89,
26:22.7,-0.51,0.59,-9.9,
26:22.8,-0.51,0.6,-9.89,
26:22.8,-0.52,0.6,-9.89,
26:22.8,-0.5,0.59,-9.89,
26:22.8,-0.51,0.59,-9.89,
26:22.9,-0.51,0.59,-9.89,
26:22.9,-0.51,0.59,-9.9,
26:22.9,-0.51,0.59,-9.9,
26:22.9,-0.51,0.6,-9.9,
26:22.9,-0.5,0.59,-9.89,
26:23.0,-0.5,0.59,-9.91,
26:23.0,-0.5,0.59,-9.9,
26:23.0,-0.5,0.6,-9.9,
26:23.0,-0.5,0.59,-9.89,
26:23.1,-0.51,0.59,-9.9,
26:23.1,-0.51,0.59,-9.9,
26:23.1,-0.51,0.59,-9.89,
26:23.1,-0.5,0.6,-9.88,
26:23.2,-0.49,0.59,-9.89,
26:23.2,-0.5,0.59,-9.9,
26:23.2,-0.51,0.6,-9.89,
26:23.2,-0.51,0.6,-9.9,
26:23.2,-0.5,0.6,-9.89,
26:23.3,-0.51,0.59,-9.89,
26:23.3,-0.51,0.59,-9.9,
26:23.3,-0.51,0.6,-9.9,
26:23.3,-0.5,0.6,-9.9,
26:23.4,-0.51,0.59,-9.9,
26:23.4,-0.51,0.6,-9.89,
26:23.4,-0.51,0.6,-9.89,
26:23.4,-0.51,0.59,-9.89,
26:23.4,-0.5,0.59,-9.9,
26:23.5,-0.5,0.59,-9.91,
26:23.5,-0.5,0.59,-9.89,
26:23.5,-0.5,0.59,-9.89,
26:23.5,-0.5,0.61,-9.91,
26:23.6,-0.5,0.6,-9.89,
26:23.6,-0.51,0.59,-9.89,
26:23.6,-0.5,0.6,-9.9,
26:23.6,-0.51,0.59,-9.9,
26:23.6,-0.51,0.6,-9.9,
26:23.7,-0.51,0.6,-9.9,
26:23.7,-0.5,0.6,-9.91,
26:23.7,-0.51,0.59,-9.89,
26:23.7,-0.5,0.59,-9.89,
26:23.8,-0.51,0.59,-9.89,
26:23.8,-0.51,0.59,-9.89,
26:23.8,-0.51,0.59,-9.9,
26:23.8,-0.5,0.59,-9.89,
26:23.8,-0.51,0.6,-9.9,
26:23.9,-0.51,0.6,-9.9,
26:23.9,-0.49,0.6,-9.89,
26:23.9,-0.5,0.59,-9.9,
26:23.9,-0.5,0.59,-9.89,
26:24.0,-0.5,0.6,-9.89,
26:24.0,-0.51,0.59,-9.9,
26:24.0,-0.5,0.59,-9.9,
26:24.0,-0.5,0.59,-9.89,
26:24.0,-0.51,0.6,-9.9,
26:24.1,-0.51,0.6,-9.9,
26:24.1,-0.5,0.59,-9.9,
26:24.1,-0.51,0.6,-9.91,
26:24.1,-0.5,0.6,-9.9,
26:24.2,-0.5,0.59,-9.9,
26:24.2,-0.49,0.59,-9.9,
26:24.2,-0.51,0.58,-9.9,
26:24.2,-0.51,0.59,-9.89,
26:24.2,-0.51,0.59,-9.91,
26:24.3,-0.51,0.59,-9.9,
26:24.3,-0.5,0.6,-9.9,
26:24.3,-0.5,0.59,-9.89,
26:24.3,-0.5,0.58,-9.9,
26:24.4,-0.5,0.59,-9.89,
26:24.4,-0.5,0.59,-9.89,
26:24.4,-0.51,0.59,-9.9,
26:24.4,-0.51,0.6,-9.9,
26:24.4,-0.51,0.59,-9.9,
26:24.5,-0.51,0.59,-9.9,
26:24.5,-0.51,0.59,-9.89,
26:24.5,-0.5,0.6,-9.89,
26:24.5,-0.5,0.6,-9.89,
26:24.6,-0.49,0.59,-9.89,
26:24.6,-0.5,0.6,-9.9,
26:24.6,-0.51,0.59,-9.9,
26:24.6,-0.51,0.59,-9.9,
